"ensemble_id","gene_name","description"
"ENSG00000206509","HLA-F","major histocompatibility complex, class I, F [Source:HGNC Symbol;Acc:HGNC:4963]"
"ENSG00000122566","HNRNPA2B1","heterogeneous nuclear ribonucleoprotein A2/B1 [Source:HGNC Symbol;Acc:HGNC:5033]"
"ENSG00000176208","ATAD5","ATPase family AAA domain containing 5 [Source:HGNC Symbol;Acc:HGNC:25752]"
"ENSG00000184058","TBX1","T-box transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:11592]"
"ENSG00000112238","PRDM13","PR/SET domain 13 [Source:HGNC Symbol;Acc:HGNC:13998]"
"ENSG00000164330","EBF1","EBF transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:3126]"
"ENSG00000133424","LARGE1","LARGE xylosyl- and glucuronyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:6511]"
"ENSG00000196437","ZNF569","zinc finger protein 569 [Source:HGNC Symbol;Acc:HGNC:24737]"
"ENSG00000273661","AL133414.2","killer cell immunoglobulin-like receptor, two domains, long cytoplasmic tail, 2"
"ENSG00000178795","GDPD4","glycerophosphodiester phosphodiesterase domain containing 4 [Source:HGNC Symbol;Acc:HGNC:24849]"
"ENSG00000225201","HLA-E","major histocompatibility complex, class I, E [Source:HGNC Symbol;Acc:HGNC:4962]"
"ENSG00000124217","MOCS3","molybdenum cofactor synthesis 3 [Source:HGNC Symbol;Acc:HGNC:15765]"
"ENSG00000281429","FAM20C","FAM20C golgi associated secretory pathway kinase [Source:HGNC Symbol;Acc:HGNC:22140]"
"ENSG00000188994","ZNF292","zinc finger protein 292 [Source:HGNC Symbol;Acc:HGNC:18410]"
"ENSG00000172869","DMXL1","Dmx like 1 [Source:HGNC Symbol;Acc:HGNC:2937]"
"ENSG00000276870","PLA2G10","phospholipase A2 group X [Source:HGNC Symbol;Acc:HGNC:9029]"
"ENSG00000152034","MCHR2","melanin concentrating hormone receptor 2 [Source:HGNC Symbol;Acc:HGNC:20867]"
"ENSG00000185838","GNB1L","G protein subunit beta 1 like [Source:HGNC Symbol;Acc:HGNC:4397]"
"ENSG00000137845","ADAM10","ADAM metallopeptidase domain 10 [Source:HGNC Symbol;Acc:HGNC:188]"
"ENSG00000161010","MRNIP","MRN complex interacting protein [Source:HGNC Symbol;Acc:HGNC:30817]"
"ENSG00000171916","LGALS9C","galectin 9C [Source:HGNC Symbol;Acc:HGNC:33874]"
"ENSG00000100814","CCNB1IP1","cyclin B1 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:19437]"
"ENSG00000112562","SMOC2","SPARC related modular calcium binding 2 [Source:HGNC Symbol;Acc:HGNC:20323]"
"ENSG00000198420","TCAF1","TRPM8 channel associated factor 1 [Source:HGNC Symbol;Acc:HGNC:22201]"
"ENSG00000117318","ID3","inhibitor of DNA binding 3, HLH protein [Source:HGNC Symbol;Acc:HGNC:5362]"
"ENSG00000120159","CAAP1","caspase activity and apoptosis inhibitor 1 [Source:HGNC Symbol;Acc:HGNC:25834]"
"ENSG00000170899","GSTA4","glutathione S-transferase alpha 4 [Source:HGNC Symbol;Acc:HGNC:4629]"
"ENSG00000253797","UTP14C","UTP14C small subunit processome component [Source:HGNC Symbol;Acc:HGNC:20321]"
"ENSG00000130227","XPO7","exportin 7 [Source:HGNC Symbol;Acc:HGNC:14108]"
"ENSG00000253710","ALG11","ALG11 alpha-1,2-mannosyltransferase [Source:HGNC Symbol;Acc:HGNC:32456]"
"ENSG00000278461","MRPS36","mitochondrial ribosomal protein S36 [Source:HGNC Symbol;Acc:HGNC:16631]"
"ENSG00000100324","TAB1","TGF-beta activated kinase 1 (MAP3K7) binding protein 1 [Source:HGNC Symbol;Acc:HGNC:18157]"
"ENSG00000174032","SLC25A30","solute carrier family 25 member 30 [Source:HGNC Symbol;Acc:HGNC:27371]"
"ENSG00000118454","ANKRD13C","ankyrin repeat domain 13C [Source:HGNC Symbol;Acc:HGNC:25374]"
"ENSG00000274322","AL136531.2","novel protein"
"ENSG00000120210","INSL6","insulin like 6 [Source:HGNC Symbol;Acc:HGNC:6089]"
"ENSG00000276025","OR5P2","olfactory receptor family 5 subfamily P member 2 [Source:HGNC Symbol;Acc:HGNC:14783]"
"ENSG00000125775","SDCBP2","syndecan binding protein 2 [Source:HGNC Symbol;Acc:HGNC:15756]"
"ENSG00000215012","RTL10","retrotransposon Gag like 10 [Source:HGNC Symbol;Acc:HGNC:26112]"
"ENSG00000278253","OR5P3","olfactory receptor family 5 subfamily P member 3 [Source:HGNC Symbol;Acc:HGNC:14784]"
"ENSG00000113649","TCERG1","transcription elongation regulator 1 [Source:HGNC Symbol;Acc:HGNC:15630]"
"ENSG00000138180","CEP55","centrosomal protein 55 [Source:HGNC Symbol;Acc:HGNC:1161]"
"ENSG00000151224","MAT1A","methionine adenosyltransferase 1A [Source:HGNC Symbol;Acc:HGNC:6903]"
"ENSG00000129988","LBP","lipopolysaccharide binding protein [Source:HGNC Symbol;Acc:HGNC:6517]"
"ENSG00000185052","SLC24A3","solute carrier family 24 member 3 [Source:HGNC Symbol;Acc:HGNC:10977]"
"ENSG00000163399","ATP1A1","ATPase Na+/K+ transporting subunit alpha 1 [Source:HGNC Symbol;Acc:HGNC:799]"
"ENSG00000173013","CCDC96","coiled-coil domain containing 96 [Source:HGNC Symbol;Acc:HGNC:26900]"
"ENSG00000221910","OR2F2","olfactory receptor family 2 subfamily F member 2 [Source:HGNC Symbol;Acc:HGNC:8247]"
"ENSG00000120729","MYOT","myotilin [Source:HGNC Symbol;Acc:HGNC:12399]"
"ENSG00000173011","TADA2B","transcriptional adaptor 2B [Source:HGNC Symbol;Acc:HGNC:30781]"
"ENSG00000165553","NGB","neuroglobin [Source:HGNC Symbol;Acc:HGNC:14077]"
"ENSG00000105778","AVL9","AVL9 cell migration associated [Source:HGNC Symbol;Acc:HGNC:28994]"
"ENSG00000105993","DNAJB6","DnaJ heat shock protein family (Hsp40) member B6 [Source:HGNC Symbol;Acc:HGNC:14888]"
"ENSG00000197993","KEL","Kell metallo-endopeptidase (Kell blood group) [Source:HGNC Symbol;Acc:HGNC:6308]"
"ENSG00000139977","NAA30","N(alpha)-acetyltransferase 30, NatC catalytic subunit [Source:HGNC Symbol;Acc:HGNC:19844]"
"ENSG00000132405","TBC1D14","TBC1 domain family member 14 [Source:HGNC Symbol;Acc:HGNC:29246]"
"ENSG00000224378","MICB","MHC class I polypeptide-related sequence B [Source:HGNC Symbol;Acc:HGNC:7091]"
"ENSG00000196227","FAM217B","family with sequence similarity 217 member B [Source:HGNC Symbol;Acc:HGNC:16170]"
"ENSG00000197568","HHLA3","HERV-H LTR-associating 3 [Source:HGNC Symbol;Acc:HGNC:4906]"
"ENSG00000188690","UROS","uroporphyrinogen III synthase [Source:HGNC Symbol;Acc:HGNC:12592]"
"ENSG00000142676","RPL11","ribosomal protein L11 [Source:HGNC Symbol;Acc:HGNC:10301]"
"ENSG00000088832","FKBP1A","FKBP prolyl isomerase 1A [Source:HGNC Symbol;Acc:HGNC:3711]"
"ENSG00000182952","HMGN4","high mobility group nucleosomal binding domain 4 [Source:HGNC Symbol;Acc:HGNC:4989]"
"ENSG00000074603","DPP8","dipeptidyl peptidase 8 [Source:HGNC Symbol;Acc:HGNC:16490]"
"ENSG00000276879","IFI27L2","interferon alpha inducible protein 27 like 2 [Source:HGNC Symbol;Acc:HGNC:19753]"
"ENSG00000133112","TPT1","tumor protein, translationally-controlled 1 [Source:HGNC Symbol;Acc:HGNC:12022]"
"ENSG00000178445","GLDC","glycine decarboxylase [Source:HGNC Symbol;Acc:HGNC:4313]"
"ENSG00000132825","PPP1R3D","protein phosphatase 1 regulatory subunit 3D [Source:HGNC Symbol;Acc:HGNC:9294]"
"ENSG00000078795","PKD2L2","polycystin 2 like 2, transient receptor potential cation channel [Source:HGNC Symbol;Acc:HGNC:9012]"
"ENSG00000056487","PHF21B","PHD finger protein 21B [Source:HGNC Symbol;Acc:HGNC:25161]"
"ENSG00000237155","IER3","immediate early response 3 [Source:HGNC Symbol;Acc:HGNC:5392]"
"ENSG00000196655","TRAPPC4","trafficking protein particle complex 4 [Source:HGNC Symbol;Acc:HGNC:19943]"
"ENSG00000168350","DEGS2","delta 4-desaturase, sphingolipid 2 [Source:HGNC Symbol;Acc:HGNC:20113]"
"ENSG00000146109","ABT1","activator of basal transcription 1 [Source:HGNC Symbol;Acc:HGNC:17369]"
"ENSG00000234836","AIF1","allograft inflammatory factor 1 [Source:HGNC Symbol;Acc:HGNC:352]"
"ENSG00000196405","EVL","Enah/Vasp-like [Source:HGNC Symbol;Acc:HGNC:20234]"
"ENSG00000234096","MOG","myelin oligodendrocyte glycoprotein [Source:HGNC Symbol;Acc:HGNC:7197]"
"ENSG00000055813","CCDC85A","coiled-coil domain containing 85A [Source:HGNC Symbol;Acc:HGNC:29400]"
"ENSG00000112659","CUL9","cullin 9 [Source:HGNC Symbol;Acc:HGNC:15982]"
"ENSG00000133665","DYDC2","DPY30 domain containing 2 [Source:HGNC Symbol;Acc:HGNC:23468]"
"ENSG00000278308","NPIPA3","nuclear pore complex interacting protein family member A3 [Source:HGNC Symbol;Acc:HGNC:41978]"
"ENSG00000132669","RIN2","Ras and Rab interactor 2 [Source:HGNC Symbol;Acc:HGNC:18750]"
"ENSG00000203972","GLYATL3","glycine-N-acyltransferase like 3 [Source:HGNC Symbol;Acc:HGNC:21349]"
"ENSG00000171853","TRAPPC12","trafficking protein particle complex 12 [Source:HGNC Symbol;Acc:HGNC:24284]"
"ENSG00000276615","KEL","Kell metallo-endopeptidase (Kell blood group) [Source:HGNC Symbol;Acc:HGNC:6308]"
"ENSG00000228977","OR2W1","olfactory receptor family 2 subfamily W member 1 [Source:HGNC Symbol;Acc:HGNC:8281]"
"ENSG00000162460","TMEM82","transmembrane protein 82 [Source:HGNC Symbol;Acc:HGNC:32350]"
"ENSG00000065970","FOXJ2","forkhead box J2 [Source:HGNC Symbol;Acc:HGNC:24818]"
"ENSG00000180758","GPR157","G protein-coupled receptor 157 [Source:HGNC Symbol;Acc:HGNC:23687]"
"ENSG00000233687","OR2B3","olfactory receptor family 2 subfamily B member 3 [Source:HGNC Symbol;Acc:HGNC:8238]"
"ENSG00000276433","KIR3DL3","killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 3 [Source:HGNC Symbol;Acc:HGNC:16312]"
"ENSG00000116786","PLEKHM2","pleckstrin homology and RUN domain containing M2 [Source:HGNC Symbol;Acc:HGNC:29131]"
"ENSG00000197261","C6orf141","chromosome 6 open reading frame 141 [Source:HGNC Symbol;Acc:HGNC:21351]"
"ENSG00000106829","TLE4","TLE family member 4, transcriptional corepressor [Source:HGNC Symbol;Acc:HGNC:11840]"
"ENSG00000170788","DYDC1","DPY30 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:23460]"
"ENSG00000197226","TBC1D9B","TBC1 domain family member 9B [Source:HGNC Symbol;Acc:HGNC:29097]"
"ENSG00000136531","SCN2A","sodium voltage-gated channel alpha subunit 2 [Source:HGNC Symbol;Acc:HGNC:10588]"
"ENSG00000166426","CRABP1","cellular retinoic acid binding protein 1 [Source:HGNC Symbol;Acc:HGNC:2338]"
"ENSG00000226931","OR2J1","olfactory receptor family 2 subfamily J member 1 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:8259]"
"ENSG00000092445","TYRO3","TYRO3 protein tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:12446]"
"ENSG00000115295","CLIP4","CAP-Gly domain containing linker protein family member 4 [Source:HGNC Symbol;Acc:HGNC:26108]"
"ENSG00000232040","ZBED9","zinc finger BED-type containing 9 [Source:HGNC Symbol;Acc:HGNC:13851]"
"ENSG00000230855","OR2J3","olfactory receptor family 2 subfamily J member 3 [Source:HGNC Symbol;Acc:HGNC:8261]"
"ENSG00000196231","OR2J2","olfactory receptor family 2 subfamily J member 2 [Source:HGNC Symbol;Acc:HGNC:8260]"
"ENSG00000101353","MROH8","maestro heat like repeat family member 8 [Source:HGNC Symbol;Acc:HGNC:16125]"
"ENSG00000011007","ELOA","elongin A [Source:HGNC Symbol;Acc:HGNC:11620]"
"ENSG00000185187","SIGIRR","single Ig and TIR domain containing [Source:HGNC Symbol;Acc:HGNC:30575]"
"ENSG00000053747","LAMA3","laminin subunit alpha 3 [Source:HGNC Symbol;Acc:HGNC:6483]"
"ENSG00000171860","C3AR1","complement C3a receptor 1 [Source:HGNC Symbol;Acc:HGNC:1319]"
"ENSG00000133246","PRAM1","PML-RARA regulated adaptor molecule 1 [Source:HGNC Symbol;Acc:HGNC:30091]"
"ENSG00000126709","IFI6","interferon alpha inducible protein 6 [Source:HGNC Symbol;Acc:HGNC:4054]"
"ENSG00000100154","TTC28","tetratricopeptide repeat domain 28 [Source:HGNC Symbol;Acc:HGNC:29179]"
"ENSG00000112459","OR14J1","olfactory receptor family 14 subfamily J member 1 [Source:HGNC Symbol;Acc:HGNC:13971]"
"ENSG00000116761","CTH","cystathionine gamma-lyase [Source:HGNC Symbol;Acc:HGNC:2501]"
"ENSG00000259330","INAFM2","InaF motif containing 2 [Source:HGNC Symbol;Acc:HGNC:35165]"
"ENSG00000206203","TSSK2","testis specific serine kinase 2 [Source:HGNC Symbol;Acc:HGNC:11401]"
"ENSG00000230791","LST1","leukocyte specific transcript 1 [Source:HGNC Symbol;Acc:HGNC:14189]"
"ENSG00000121621","KIF18A","kinesin family member 18A [Source:HGNC Symbol;Acc:HGNC:29441]"
"ENSG00000100056","ESS2","ess-2 splicing factor homolog [Source:HGNC Symbol;Acc:HGNC:16817]"
"ENSG00000150471","ADGRL3","adhesion G protein-coupled receptor L3 [Source:HGNC Symbol;Acc:HGNC:20974]"
"ENSG00000256977","LIMS3","LIM zinc finger domain containing 3 [Source:HGNC Symbol;Acc:HGNC:30047]"
"ENSG00000175467","SART1","spliceosome associated factor 1, recruiter of U4/U6.U5 tri-snRNP [Source:HGNC Symbol;Acc:HGNC:10538]"
"ENSG00000278326","PPP4R4","protein phosphatase 4 regulatory subunit 4 [Source:HGNC Symbol;Acc:HGNC:23788]"
"ENSG00000163564","PYHIN1","pyrin and HIN domain family member 1 [Source:HGNC Symbol;Acc:HGNC:28894]"
"ENSG00000119608","PROX2","prospero homeobox 2 [Source:HGNC Symbol;Acc:HGNC:26715]"
"ENSG00000161048","NAPEPLD","N-acyl phosphatidylethanolamine phospholipase D [Source:HGNC Symbol;Acc:HGNC:21683]"
"ENSG00000284337","AC013271.1","novel transcript"
"ENSG00000119596","YLPM1","YLP motif containing 1 [Source:HGNC Symbol;Acc:HGNC:17798]"
"ENSG00000162461","SLC25A34","solute carrier family 25 member 34 [Source:HGNC Symbol;Acc:HGNC:27653]"
"ENSG00000091164","TXNL1","thioredoxin like 1 [Source:HGNC Symbol;Acc:HGNC:12436]"
"ENSG00000138207","RBP4","retinol binding protein 4 [Source:HGNC Symbol;Acc:HGNC:9922]"
"ENSG00000156096","UGT2B4","UDP glucuronosyltransferase family 2 member B4 [Source:HGNC Symbol;Acc:HGNC:12553]"
"ENSG00000103326","CAPN15","calpain 15 [Source:HGNC Symbol;Acc:HGNC:11182]"
"ENSG00000277334","NCR1","natural cytotoxicity triggering receptor 1 [Source:HGNC Symbol;Acc:HGNC:6731]"
"ENSG00000118705","RPN2","ribophorin II [Source:HGNC Symbol;Acc:HGNC:10382]"
"ENSG00000233564","PRR3","proline rich 3 [Source:HGNC Symbol;Acc:HGNC:21149]"
"ENSG00000100557","CCDC198","coiled-coil domain containing 198 [Source:HGNC Symbol;Acc:HGNC:20189]"
"ENSG00000177225","GATD1","glutamine amidotransferase like class 1 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26616]"
"ENSG00000105877","DNAH11","dynein axonemal heavy chain 11 [Source:HGNC Symbol;Acc:HGNC:2942]"
"ENSG00000204305","AGER","advanced glycosylation end-product specific receptor [Source:HGNC Symbol;Acc:HGNC:320]"
"ENSG00000172469","MANEA","mannosidase endo-alpha [Source:HGNC Symbol;Acc:HGNC:21072]"
"ENSG00000275433","KIR3DL3","killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 3 [Source:HGNC Symbol;Acc:HGNC:16312]"
"ENSG00000115306","SPTBN1","spectrin beta, non-erythrocytic 1 [Source:HGNC Symbol;Acc:HGNC:11275]"
"ENSG00000186998","EMID1","EMI domain containing 1 [Source:HGNC Symbol;Acc:HGNC:18036]"
"ENSG00000186104","CYP2R1","cytochrome P450 family 2 subfamily R member 1 [Source:HGNC Symbol;Acc:HGNC:20580]"
"ENSG00000170632","ARMC10","armadillo repeat containing 10 [Source:HGNC Symbol;Acc:HGNC:21706]"
"ENSG00000183706","OR4N4","olfactory receptor family 4 subfamily N member 4 [Source:HGNC Symbol;Acc:HGNC:15375]"
"ENSG00000228581","GNL1","G protein nucleolar 1 (putative) [Source:HGNC Symbol;Acc:HGNC:4413]"
"ENSG00000186188","FFAR4","free fatty acid receptor 4 [Source:HGNC Symbol;Acc:HGNC:19061]"
"ENSG00000185215","TNFAIP2","TNF alpha induced protein 2 [Source:HGNC Symbol;Acc:HGNC:11895]"
"ENSG00000119919","NKX2-3","NK2 homeobox 3 [Source:HGNC Symbol;Acc:HGNC:7836]"
"ENSG00000178919","FOXE1","forkhead box E1 [Source:HGNC Symbol;Acc:HGNC:3806]"
"ENSG00000273953","OR10A3","olfactory receptor family 10 subfamily A member 3 [Source:HGNC Symbol;Acc:HGNC:8162]"
"ENSG00000273947","KIR2DL3","killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 3 [Source:HGNC Symbol;Acc:HGNC:6331]"
"ENSG00000091157","WDR7","WD repeat domain 7 [Source:HGNC Symbol;Acc:HGNC:13490]"
"ENSG00000285472","AC134980.3","novel protein"
"ENSG00000274102","OR4M2","olfactory receptor family 4 subfamily M member 2 [Source:HGNC Symbol;Acc:HGNC:15373]"
"ENSG00000180957","PITPNB","phosphatidylinositol transfer protein beta [Source:HGNC Symbol;Acc:HGNC:9002]"
"ENSG00000213215","OR2F1","olfactory receptor family 2 subfamily F member 1 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:8246]"
"ENSG00000243480","AMY2A","amylase alpha 2A [Source:HGNC Symbol;Acc:HGNC:477]"
"ENSG00000221813","OR6B1","olfactory receptor family 6 subfamily B member 1 [Source:HGNC Symbol;Acc:HGNC:8354]"
"ENSG00000124568","SLC17A1","solute carrier family 17 member 1 [Source:HGNC Symbol;Acc:HGNC:10929]"
"ENSG00000150712","MTMR12","myotubularin related protein 12 [Source:HGNC Symbol;Acc:HGNC:18191]"
"ENSG00000176783","RUFY1","RUN and FYVE domain containing 1 [Source:HGNC Symbol;Acc:HGNC:19760]"
"ENSG00000221836","OR2A5","olfactory receptor family 2 subfamily A member 5 [Source:HGNC Symbol;Acc:HGNC:8232]"
"ENSG00000183090","FREM3","FRAS1 related extracellular matrix 3 [Source:HGNC Symbol;Acc:HGNC:25172]"
"ENSG00000221933","OR2A25","olfactory receptor family 2 subfamily A member 25 [Source:HGNC Symbol;Acc:HGNC:19562]"
"ENSG00000221858","OR2A12","olfactory receptor family 2 subfamily A member 12 [Source:HGNC Symbol;Acc:HGNC:15082]"
"ENSG00000221989","OR2A2","olfactory receptor family 2 subfamily A member 2 [Source:HGNC Symbol;Acc:HGNC:8230]"
"ENSG00000204690","OR12D2","olfactory receptor family 12 subfamily D member 2 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:8178]"
"ENSG00000223833","NCR3","natural cytotoxicity triggering receptor 3 [Source:HGNC Symbol;Acc:HGNC:19077]"
"ENSG00000204689","OR10C1","olfactory receptor family 10 subfamily C member 1 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:8165]"
"ENSG00000182902","SLC25A18","solute carrier family 25 member 18 [Source:HGNC Symbol;Acc:HGNC:10988]"
"ENSG00000143390","RFX5","regulatory factor X5 [Source:HGNC Symbol;Acc:HGNC:9986]"
"ENSG00000206472","OR11A1","olfactory receptor family 11 subfamily A member 1 [Source:HGNC Symbol;Acc:HGNC:8176]"
"ENSG00000235631","RNF148","ring finger protein 148 [Source:HGNC Symbol;Acc:HGNC:22411]"
"ENSG00000273526","KIR2DS4","killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4 [Source:HGNC Symbol;Acc:HGNC:6336]"
"ENSG00000128268","MGAT3","beta-1,4-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase [Source:HGNC Symbol;Acc:HGNC:7046]"
"ENSG00000175699","CCDC197","coiled-coil domain containing 197 [Source:HGNC Symbol;Acc:HGNC:19860]"
"ENSG00000112144","ICK","intestinal cell kinase [Source:HGNC Symbol;Acc:HGNC:21219]"
"ENSG00000237763","AMY1A","amylase alpha 1A [Source:HGNC Symbol;Acc:HGNC:474]"
"ENSG00000112461","OR5V1","olfactory receptor family 5 subfamily V member 1 [Source:HGNC Symbol;Acc:HGNC:13972]"
"ENSG00000278079","KIR3DL1","killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 1 [Source:HGNC Symbol;Acc:HGNC:6338]"
"ENSG00000204692","OR12D3","olfactory receptor family 12 subfamily D member 3 [Source:HGNC Symbol;Acc:HGNC:13963]"
"ENSG00000162373","BEND5","BEN domain containing 5 [Source:HGNC Symbol;Acc:HGNC:25668]"
"ENSG00000136144","RCBTB1","RCC1 and BTB domain containing protein 1 [Source:HGNC Symbol;Acc:HGNC:18243]"
"ENSG00000255192","NANOGP8","Nanog homeobox retrogene P8 [Source:HGNC Symbol;Acc:HGNC:23106]"
"ENSG00000151812","SLC35F4","solute carrier family 35 member F4 [Source:HGNC Symbol;Acc:HGNC:19845]"
"ENSG00000164649","CDCA7L","cell division cycle associated 7 like [Source:HGNC Symbol;Acc:HGNC:30777]"
"ENSG00000089048","ESF1","ESF1 nucleolar pre-rRNA processing protein homolog [Source:HGNC Symbol;Acc:HGNC:15898]"
"ENSG00000203872","C6orf163","chromosome 6 open reading frame 163 [Source:HGNC Symbol;Acc:HGNC:21403]"
"ENSG00000228486","C2orf92","chromosome 2 open reading frame 92 [Source:HGNC Symbol;Acc:HGNC:49272]"
"ENSG00000273914","OR9A2","olfactory receptor family 9 subfamily A member 2 [Source:HGNC Symbol;Acc:HGNC:15093]"
"ENSG00000050130","JKAMP","JNK1/MAPK8 associated membrane protein [Source:HGNC Symbol;Acc:HGNC:20184]"
"ENSG00000188050","RNF133","ring finger protein 133 [Source:HGNC Symbol;Acc:HGNC:21154]"
"ENSG00000099954","CECR2","CECR2 histone acetyl-lysine reader [Source:HGNC Symbol;Acc:HGNC:1840]"
"ENSG00000186094","AGBL4","ATP/GTP binding protein like 4 [Source:HGNC Symbol;Acc:HGNC:25892]"
"ENSG00000070748","CHAT","choline O-acetyltransferase [Source:HGNC Symbol;Acc:HGNC:1912]"
"ENSG00000203756","TMEM244","transmembrane protein 244 [Source:HGNC Symbol;Acc:HGNC:21571]"
"ENSG00000188549","CCDC9B","coiled-coil domain containing 9B [Source:HGNC Symbol;Acc:HGNC:33488]"
"ENSG00000081803","CADPS2","calcium dependent secretion activator 2 [Source:HGNC Symbol;Acc:HGNC:16018]"
"ENSG00000277378","OR6V1","olfactory receptor family 6 subfamily V member 1 [Source:HGNC Symbol;Acc:HGNC:15090]"
"ENSG00000112146","FBXO9","F-box protein 9 [Source:HGNC Symbol;Acc:HGNC:13588]"
"ENSG00000111850","SMIM8","small integral membrane protein 8 [Source:HGNC Symbol;Acc:HGNC:21401]"
"ENSG00000164163","ABCE1","ATP binding cassette subfamily E member 1 [Source:HGNC Symbol;Acc:HGNC:69]"
"ENSG00000112992","NNT","nicotinamide nucleotide transhydrogenase [Source:HGNC Symbol;Acc:HGNC:7863]"
"ENSG00000142789","CELA3A","chymotrypsin like elastase 3A [Source:HGNC Symbol;Acc:HGNC:15944]"
"ENSG00000172171","TEFM","transcription elongation factor, mitochondrial [Source:HGNC Symbol;Acc:HGNC:26223]"
"ENSG00000100068","LRP5L","LDL receptor related protein 5 like [Source:HGNC Symbol;Acc:HGNC:25323]"
"ENSG00000131508","UBE2D2","ubiquitin conjugating enzyme E2 D2 [Source:HGNC Symbol;Acc:HGNC:12475]"
